Expected Realization date,Pre Approval Sent Date,Feb Monthly Forecast,May Monthly Forecast,Mar Monthly Forecast,SAP Approval Status,Approval Date,Post Approver (SAP Approver),Invoice Delta,Customer Name,Remarks,Prepared By,Aug Monthly Forecast,Project Status,Column1,Late Payments,Invoice Status,Apr Monthly Forecast,Financial Year,PO Balance Amount,QB Realization Date,Nudging List Status (LYB),PO Amount Consumed,2025 Invoice Details,Approved Date,Formula 1,Month,Post Approval TAT,Formula,Revenue Realised,Name,Managed Services / Staff Org,Formula 2,Effort Approver,Invoiced $Amount,Pay Terms,Realised in Days,Status,Aging,Contracted Revenue (SoW),Revenue Realised Date,Pre Approval Status,Invoice No.,Approval TAT,Pre-Paid TAT,Jul Monthly Forecast,Resource Approval Status,QB Realization Status,SAP Reflection,Effort Approval Status,Jun Monthly Forecast,Submission TAT,Invoice Submission Date,PO Number,Project Master,Reflection TAT,SAP Reflection Date,Taulia - Paid Date,Resource Approver,Jan Monthly Forecast
06 Mar 2026,,,,,,,,,LYB,,,,,,0,,,2026,,24 Feb 2026,,,,,,01_Jan,,,,,,,,"$12,060.00",10,2,Invoice Raised,Between 1 to 15 Days,JV Project - Statement of Work for 2026,,,LYB-JV-26-01,,,,,Realised,,,,,23 Feb 2026,4406156194,LYB - JV Project,,,,,
15 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,05 Dec 2025,,,,,,11_Nov,,,,,,,,"$11,156.00",10,2,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-11,,,,,Realised,,,,,04 Dec 2025,,LYB - JV Project,,,,,
24 May 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,14 May 2025,,,,,,04_Apr,,,,,,,,"$10,854.00",10,2,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-04,,,,,Realised,,,,,13 May 2025,,LYB - JV Project,,,,,
19 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,11 Aug 2025,,,,,,07_Jul,,,,,,,,"$10,553.00",10,4,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-07,,,,,Realised,,,,,08 Aug 2025,,LYB - JV Project,,,,,
20 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Jun 2025,,,,,,05_May,,,,,,,,"$11,759.00",10,2,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-05,,,,,Realised,,,,,09 Jun 2025,,LYB - JV Project,,,,,
27 May 2026,,,,,,,,,LYB,,,,,,0,Paid,,2026,,18 May 2026,,,,,,04_Apr,,,,,,,,"$10,552.50",10,3,Invoice Raised,Between 1 to 15 Days,JV Project – Statement of Work for 2026 –CO1,,,LYB-JV-26-04,,,,,Realised,,,,,16 May 2026,4406156194,LYB - JV Project,,,,,
02 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,23 Jul 2025,,,,,,06_Jun,,,,,,,,"$11,759.00",10,2,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-06,,,,,Realised,,,,,22 Jul 2025,,LYB - JV Project,,,,,
17 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,12 Mar 2025,,,,,,02_Feb,,,,,,,,"$17,460.00",10,7,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-02,,,,,Realised,,,,,06 Mar 2025,,LYB - JV Project,,,,,
28 Mar 2026,,,,,,,,,LYB,,,,,,2,,,2026,,30 Mar 2026,,,,,,02_Feb,,,,,,,,"$12,060.00",10,14,Invoice Raised,Between 1 to 15 Days,JV Project - Statement of Work for 2026,,,LYB-JV-26-02,,,,,Realised,,,,,17 Mar 2026,4406156194,LYB - JV Project,,,,,
17 Apr 2026,,,,,,,,,LYB,,,,,,28,Paid,,2026,,15 May 2026,,,,,,03_Mar,,,,,,,,"$10,854.00",10,40,Invoice Raised,Between 31 to 45 Days,JV Project - Statement of Work for 2026,,,LYB-JV-26-03,,,,,Realised,,,,,06 Apr 2026,4406156194,LYB - JV Project,,,,,
14 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Nov 2025,,,,,,10_Oct,,,,,,,,"$10,553.00",10,4,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-10,,,,,Realised,,,,,03 Nov 2025,,LYB - JV Project,,,,,
26 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,16 Apr 2025,,,,,,03_Mar,,,,,,,,"$13,856.00",10,2,Invoice Raised,Between 1 to 15 Days,JV Project-2025,,,LYB-JV-25-03,,,,,Realised,,,,,15 Apr 2025,,LYB - JV Project,,,,,
20 Jun 2026,,,,,,,,,LYB,Paid,,,,,0,,,2026,,17 Jun 2026,,,,,,05_May,,,,,,,,"$12,060.00",10,9,Invoice Raised,Between 1 to 15 Days,JV Project – Statement of Work for 2026 –CO2,,,LYB-JV-26-05,,,,,Realized,,,,,09 Jun 2026,4406156194,LYB - JV Project,,,,,
07 Jul 2026,,,,,,,,,LYB,,,,,,0,,,2026,,10 Apr 2026,,,,,,03_Mar,,,,,,,,"$24,960.00",90,4,Invoice Raised,Between 1 to 15 Days,CO-3 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-E-26-03,,,,,Realised,,,,,07 Apr 2026,4406046324,LYB - PCOE Project Elephant - Divestiture,,,,,
12 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Oct 2025,,,,,,09_Sep,,,,,,,,"$2,911.00",10,3,Invoice Raised,Between 1 to 15 Days,CHANGE ORDER 1 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-1-25-01,,,,,Realised,,,,,01 Oct 2025,,LYB - PCOE Project Elephant - Divestiture,,,,,
,,,,,,,,,LYB,,,,,,,,,2026,,,,,,,,05_May,,,,,,,,"$12,480.00",10,,Invoice Raised,Pending,CO-3 – For Project Elephant (Formerly Divestiture),,,LYBPCOEE2605,,,,,Pending,,,,,,4406046324,LYB - PCOE Project Elephant - Divestiture,,,,,
21 May 2026,,,,,,,,,LYB,,,,,,0,,,2026,,23 Feb 2026,,,,,,01_Jan,,,,,,,,"$24,960.00",90,5,Invoice Raised,Between 1 to 15 Days,CHANGE ORDER 1 – For Project Elephant (Formerly Divestiture) | CHANGE ORDER 2 – For Project Elephant (Formerly Divestiture) | CHANGE ORDER 3 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-E-26-01,,,,,Realised,,,,,19 Feb 2026,4406046324,LYB - PCOE Project Elephant - Divestiture,,,,,
30 Dec 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,36,,,2025,,04 Feb 2026,,,,,,12_Dec,,,,,,,,"$24,960.00",10,48,Invoice Raised,Between 46 to 60 Days,CHANGE ORDER 1 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-1-25-04,,,,,Realised,,,,,19 Dec 2025,,LYB - PCOE Project Elephant - Divestiture,,,,,
13 Dec 2025,,,,,,,,,LYB,,,,"Ongoing, Ongoing",,4,,,2025,,17 Dec 2025,,,,,,11_Nov,,,,,,,,"$24,960.00",10,16,Invoice Raised,Between 16 to 30 Days,CHANGE ORDER 1 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-1-25-03A,,,,,Realised,,,,,02 Dec 2025,,LYB - PCOE Project Elephant - Divestiture,,,,,
24 Jun 2026,,,,,,,,,LYB,,,,,,0,,,2026,,26 Mar 2026,,,,,,02_Feb,,,,,,,,"$24,960.00",90,2,Invoice Raised,Between 1 to 15 Days,CO-3 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-E-26-02,,,,,Realised,,,,,25 Mar 2026,4406046324,LYB - PCOE Project Elephant - Divestiture,,,,,
30 Jul 2026,,,,,,,,,LYB,Paid,,,,,0,,,2026,,27 May 2026,,,,,,04_Apr,,,,,,,,"$24,960.00",90,28,Invoice Raised,Between 16 to 30 Days,CO-3 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-E-26-04,,,,,Realized,,,,,30 Apr 2026,4406046324,LYB - PCOE Project Elephant - Divestiture,,,,,
17 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,12 Nov 2025,,,,,,10_Oct,,,,,,,,"$19,392.00",10,7,Invoice Raised,Between 1 to 15 Days,CHANGE ORDER 1 – For Project Elephant (Formerly Divestiture),,,LYB-P-COE-1-25-02,,,,,Realised,,,,,06 Nov 2025,,LYB - PCOE Project Elephant - Divestiture,,,,,
29 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,25 Aug 2025,,,,,,07_Jul,,,,,,,,"$6,030.00",10,8,Invoice Raised,Between 1 to 15 Days,CO-4 PowerApps/Power BI Support for Sustainability,,,LYB-PA-25-05,,,,,Realised,,,,,18 Aug 2025,,LYB - PowerApp / PBI requirement for Sustainability,,,,,
15 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Nov 2025,,,,,,10_Oct,,,,,,,,"$5,427.00",10,3,Invoice Raised,Between 1 to 15 Days,CO-4 PowerApps/Power BI Support for Sustainability,,,LYB-PA-25-11,,,,,Realised,,,,,04 Nov 2025,,LYB - PowerApp / PBI requirement for Sustainability,,,,,
04 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,4,,,2025,,08 Jan 2026,,,,,,12_Dec,,,,,,,,"$4,523.00",10,16,Invoice Raised,Between 16 to 30 Days,CO-4 PowerApps/Power BI Support for Sustainability,,,LYB-PA-25-13,,,,,Realised,,,,,24 Dec 2025,,LYB - PowerApp / PBI requirement for Sustainability,,,,,
03 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,24 Sep 2025,,,,,,08_Aug,,,,,,,,"$6,030.00",10,3,Invoice Raised,Between 1 to 15 Days,CO-4 PowerApps/Power BI Support for Sustainability,,,LYB-PA-25-07,,,,,Realised,,,,,22 Sep 2025,,LYB - PowerApp / PBI requirement for Sustainability,,,,,
17 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,21,,,2025,,07 Nov 2025,,,,,,09_Sep,,,,,,,,"$5,427.00",10,33,Invoice Raised,Between 31 to 45 Days,CO-4 PowerApps/Power BI Support for Sustainability,,,LYB-PA-25-09,,,,,Realised,,,,,06 Oct 2025,,LYB - PowerApp / PBI requirement for Sustainability,,,,,
07 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,04 Dec 2025,,,,,,11_Nov,,,,,,,,"$5,729.00",10,9,Invoice Raised,Between 1 to 15 Days,CO-4 PowerApps/Power BI Support for Sustainability,,,LYB-PA-25-12,,,,,Realised,,,,,26 Nov 2025,,LYB - PowerApp / PBI requirement for Sustainability,,,,,
17 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,21,,,2025,,07 Nov 2025,,,,,,09_Sep,,,,,,,,"$6,030.00",10,33,Invoice Raised,Between 31 to 45 Days,PowerApps Development-2025,,,LYB-PA-25-10,,,,,Realised,,,,,06 Oct 2025,,LYB - PowerApps Development,,,,,
03 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,24 Sep 2025,,,,,,08_Aug,,,,,,,,"$6,030.00",10,3,Invoice Raised,Between 1 to 15 Days,PowerApps Development-2025,,,LYB-PA-25-08,,,,,Realised,,,,,22 Sep 2025,,LYB - PowerApps Development,,,,,
21 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,13 Mar 2025,,,,,,02_Feb,,,,,,,,"$3,920.00",10,4,Invoice Raised,Between 1 to 15 Days,PowerApps Development-2025,,,LYB-PA-25-01,,,,,Realised,,,,,10 Mar 2025,,LYB - PowerApps Development,,,,,
08 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,07 Apr 2025,,,,,,03_Mar,,,,,,,,"$6,030.00",10,11,Invoice Raised,Between 1 to 15 Days,PowerApps Development-2025,,,LYB-PA-25-02,,,,,Realised,,,,,28 Mar 2025,,LYB - PowerApps Development,,,,,
13 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,09 Jun 2025,,,,,,05_May,,,,,,,,"$6,030.00",10,8,Invoice Raised,Between 1 to 15 Days,PowerApps Development-2025,,,LYB-PA-25-04,,,,,Realised,,,,,02 Jun 2025,,LYB - PowerApps Development,,,,,
31 May 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,21 May 2025,,,,,,04_Apr,,,,,,,,"$6,030.00",10,2,Invoice Raised,Between 1 to 15 Days,PowerApps Development-2025,,,LYB-PA-25-03,,,,,Realised,,,,,20 May 2025,,LYB - PowerApps Development,,,,,
29 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,19 Aug 2025,,,,,,07_Jul,,,,,,,,"$6,030.00",10,2,Invoice Raised,Between 1 to 15 Days,PowerApps Development-2025,,,LYB-PA-25-06,,,,,Realised,,,,,18 Aug 2025,,LYB - PowerApps Development,,,,,
05 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,17,,,2025,,22 Apr 2025,,,,,,02_Feb,,,,,,,,"$5,729.00",10,29,Invoice Raised,Between 16 to 30 Days,Asia CoE POD Team-2025,,,LYB-A-25-02,,,,,Realised,,,,,25 Mar 2025,,LYB - PowerApps Development (Asia POD),,,,,
20 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Jun 2025,,,,,,05_May,,,,,,,,"$5,729.00",10,2,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-05,,,,,Realised,,,,,09 Jun 2025,,LYB - PowerApps Development (Asia POD),,,,,
02 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,23 May 2025,,,,,,04_Apr,,,,,,,,"$5,427.00",10,2,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-04,,,,,Realised,,,,,22 May 2025,,LYB - PowerApps Development (Asia POD),,,,,
17 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,07 Oct 2025,,,,,,08_Aug,,,,,,,,"$5,729.00",10,2,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-08,,,,,Realised,,,,,06 Oct 2025,,LYB - PowerApps Development (Asia POD),,,,,
16 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,37,,,2025,,22 Apr 2025,,,,,,01_Jan,,,,,,,,"$6,030.00",10,49,Invoice Raised,Between 46 to 60 Days,Asia CoE POD Team-2025,,,LYB-A-25-01,,,,,Realised,,,,,05 Mar 2025,,LYB - PowerApps Development (Asia POD),,,,,
19 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,09 Oct 2025,,,,,,09_Sep,,,,,,,,"$5,729.00",10,2,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-09,,,,,Realised,,,,,08 Oct 2025,,LYB - PowerApps Development (Asia POD),,,,,
02 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,23 Jul 2025,,,,,,06_Jun,,,,,,,,"$5,126.00",10,2,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-06,,,,,Realised,,,,,22 Jul 2025,,LYB - PowerApps Development (Asia POD),,,,,
20 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,11 Apr 2025,,,,,,01_Jan,,,,,,,,"$6,030.00",10,3,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-AA-25-01,,,,,Realised,,,,,09 Apr 2025,,LYB - PowerApps Development (Asia POD),,,,,
08 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Jun 2025,,,,,,03_Mar,,,,,,,,"$6,030.00",10,7,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-03,,,,,Realised,,,,,28 May 2025,,LYB - PowerApps Development (Asia POD),,,,,
15 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Nov 2025,,,,,,10_Oct,,,,,,,,"$6,030.00",10,3,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-10,,,,,Realised,,,,,04 Nov 2025,,LYB - PowerApps Development (Asia POD),,,,,
16 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Aug 2025,,,,,,07_Jul,,,,,,,,"$6,030.00",10,2,Invoice Raised,Between 1 to 15 Days,Asia CoE POD Team-2025,,,LYB-A-25-07,,,,,Realised,,,,,05 Aug 2025,,LYB - PowerApps Development (Asia POD),,,,,
17 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,11 Aug 2025,,,,,,07_Jul,,,,,,,,"$6,030.00",10,6,Invoice Raised,Between 1 to 15 Days,CO-1 PowerApps Development-2025,,,LYB-PAD-25-01,,,,,Realised,,,,,06 Aug 2025,,LYB - PowerApps Development building a tool,,,,,
27 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,2,,,2025,,29 Oct 2025,,,,,,08_Aug,,,,,,,,"$6,030.00",10,14,Invoice Raised,Between 1 to 15 Days,CO-1 PowerApps Development-2025,,,LYB-PAD-25-02,,,,,Realised,,,,,16 Oct 2025,,LYB - PowerApps Development building a tool,,,,,
17 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,11 Aug 2025,,,,,,06_Jun,,,,,,,,"$3,015.00",10,6,Invoice Raised,Between 1 to 15 Days,CO-1 PowerApps Development-2025,,,LYB-PAD-25-01,,,,,Realised,,,,,06 Aug 2025,,LYB - PowerApps Development building a tool,,,,,
27 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,10,,,2025,,06 Nov 2025,,,,,,09_Sep,,,,,,,,"$3,015.00",10,22,Invoice Raised,Between 16 to 30 Days,CO-1 PowerApps Development-2025,,,LYB-PAD-25-03,,,,,Realised,,,,,16 Oct 2025,,LYB - PowerApps Development building a tool,,,,,
16 May 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 May 2025,,,,,,04_Apr,,,,,,,,"$24,120.00",10,2,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-04,,,,,Realised,,,,,05 May 2025,,LYB - S2P Development and Support POD,,,,,
20 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Sep 2025,,,,,,08_Aug,,,,,,,,"$14,472.00",10,2,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-08,,,,,Realised,,,,,09 Sep 2025,,LYB - S2P Development and Support POD,,,,,
11 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Mar 2025,,,,,,01_Jan,,,,,,,,"$18,090.00",10,4,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-01,,,,,Realised,,,,,28 Feb 2025,,LYB - S2P Development and Support POD,,,,,
10 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,02 Jun 2025,,,,,,05_May,,,,,,,,"$24,120.00",10,4,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-05,,,,,Realised,,,,,30 May 2025,,LYB - S2P Development and Support POD,,,,,
21 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,11 Mar 2025,,,,,,02_Feb,,,,,,,,"$18,995.00",10,2,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-02,,,,,Realised,,,,,10 Mar 2025,,LYB - S2P Development and Support POD,,,,,
16 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 Aug 2025,,,,,,07_Jul,,,,,,,,"$24,120.00",10,4,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-07,,,,,Realised,,,,,05 Aug 2025,,LYB - S2P Development and Support POD,,,,,
03 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,24 Jul 2025,,,,,,06_Jun,,,,,,,,"$24,120.00",10,2,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-06,,,,,Realised,,,,,23 Jul 2025,,LYB - S2P Development and Support POD,,,,,
08 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,03 Apr 2025,,,,,,03_Mar,,,,,,,,"$24,120.00",10,7,Invoice Raised,Between 1 to 15 Days,S2P Development and Support POD-2025,,,LYB-S2P-25-03,,,,,Realised,,,,,28 Mar 2025,,LYB - S2P Development and Support POD,,,,,
15 Nov 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,06 Nov 2025,,,,,,10_Oct,,,,,,,,"$11,430.00",10,3,Invoice Raised,Between 1 to 15 Days,CO-6 Sustainability,,,LYB-S-25-09,,,,,Realised,,,,,04 Nov 2025,,LYB - Sustainability POD PO,,,,,
17 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,07 Oct 2025,,,,,,09_Sep,,,,,,,,"$17,460.00",10,2,Invoice Raised,Between 1 to 15 Days,CO-3 Sustainability POD Extension,,,LYB-S-25-08,,,,,Realised,,,,,06 Oct 2025,,LYB - Sustainability POD PO,,,,,
24 May 2025,,,,,,,,,LYB,,,,Ongoing,,12,,,2025,,05 Jun 2025,,,,,,04_Apr,,,,,,,,"$16,619.00",10,24,Invoice Raised,Between 16 to 30 Days,CO-1 Sustainability POD Extension,,,LYB-S-25-03,,,,,Realised,,,,,13 May 2025,,LYB - Sustainability POD PO,,,,,
26 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,16 Apr 2025,,,,,,03_Mar,,,,,,,,"$17,460.00",10,2,Invoice Raised,Between 1 to 15 Days,CO-1 Sustainability POD Extension,,,LYB-S-25-02,,,,,Realised,,,,,15 Apr 2025,,LYB - Sustainability POD PO,,,,,
03 Oct 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,24 Sep 2025,,,,,,08_Aug,,,,,,,,"$17,460.00",10,3,Invoice Raised,Between 1 to 15 Days,CO-3 Sustainability POD Extension,,,LYB-S-25-07,,,,,Realised,,,,,22 Sep 2025,,LYB - Sustainability POD PO,,,,,
05 Apr 2025,,,,,,,,,LYB,,,,Ongoing,,2,,,2025,,07 Apr 2025,,,,,,02_Feb,,,,,,,,"$17,460.00",10,14,Invoice Raised,Between 1 to 15 Days,CO-1 Sustainability POD Extension,,,LYB-S-25-01,,,,,Realised,,,,,25 Mar 2025,,LYB - Sustainability POD PO,,,,,
20 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,10 Jun 2025,,,,,,05_May,,,,,,,,"$17,460.00",10,2,Invoice Raised,Between 1 to 15 Days,CO-2 Sustainability POD Extension,,,LYB-S-25-04,,,,,Realised,,,,,09 Jun 2025,,LYB - Sustainability POD PO,,,,,
07 Dec 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,04 Dec 2025,,,,,,11_Nov,,,,,,,,"$9,045.00",10,9,Invoice Raised,Between 1 to 15 Days,CO-7 Sustainability,,,LYB-S-25-10,,,,,Realised,,,,,26 Nov 2025,,LYB - Sustainability POD PO,,,,,
04 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,3,,,2025,,07 Jan 2026,,,,,,12_Dec,,,,,,,,"$15,075.00",10,15,Invoice Raised,Between 1 to 15 Days,CO-7 Sustainability,,,LYB-S-25-11,,,,,Realised,,,,,24 Dec 2025,,LYB - Sustainability POD PO,,,,,
02 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,23 Jul 2025,,,,,,06_Jun,,,,,,,,"$16,920.00",10,2,Invoice Raised,Between 1 to 15 Days,CO-2 Sustainability POD Extension,,,LYB-S-25-05,,,,,Realised,,,,,22 Jul 2025,,LYB - Sustainability POD PO,,,,,
29 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,19 Aug 2025,,,,,,07_Jul,,,,,,,,"$17,159.00",10,2,Invoice Raised,Between 1 to 15 Days,CO-3 Sustainability POD Extension,,,LYB-S-25-06,,,,,Realised,,,,,18 Aug 2025,,LYB - Sustainability POD PO,,,,,
09 Jun 2025,,,,,,,,,LYB,,,,Completed,,0,,,2025,,03 Jun 2025,,,,,,05_May,,,,,,,,"$3,015.00",10,6,Invoice Raised,Between 1 to 15 Days,Track & Trace Platform Project-2025,,,LYB-TTP-25-01,,,,,Realised,,,,,29 May 2025,,LYB - Track & Trace Platform Project,,,,,
21 Apr 2025,,,,,,,,,LYB,,,,,,0,,,2025,,11 Apr 2025,,,,,,01_Jan,,,,,,,,"$6,030.00",10,2,Invoice Raised,Between 1 to 15 Days,CHANGE ORDER 1 – PowerApps and Web Application Development Extension,,,LYBE2603,,,,,Realised,,,,,10 Apr 2025,,LYB - Web Application Development POD,,,,,
21 Jul 2025,,,,,,,,,LYB,,,,Ongoing,,17,,,2025,,07 Aug 2025,,,,,,06_Jun,,,,,,,,"$4,455.00",10,29,Invoice Raised,Between 16 to 30 Days,Digital Projects-2025,,,LYB-DDS-25-06,,,,,Realised,,,,,10 Jul 2025,,LYB -Digital Projects,,,,,
14 Mar 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,04 Mar 2025,,,,,,02_Feb,,,,,,,,"$4,455.00",10,2,Invoice Raised,Between 1 to 15 Days,Digital Projects-2025,,,LYB-DDS-25-02,,,,,Realised,,,,,03 Mar 2025,,LYB -Digital Projects,,,,,
13 Jun 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,09 Jun 2025,,,,,,05_May,,,,,,,,"$4,010.00",10,8,Invoice Raised,Between 1 to 15 Days,Digital Projects-2025,,,LYB-DP-25-05,,,,,Realised,,,,,02 Jun 2025,,LYB -Digital Projects,,,,,
16 May 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 May 2025,,,,,,04_Apr,,,,,,,,"$4,455.00",10,4,Invoice Raised,Between 1 to 15 Days,Digital Projects-2025,,,LYB-DDS-25-04,,,,,Realised,,,,,05 May 2025,,LYB -Digital Projects,,,,,
24 Feb 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,19 Feb 2025,,,,,,01_Jan,,,,,,,,"$4,455.00",10,7,Invoice Raised,Between 1 to 15 Days,Digital Projects-2025,,,LYB-DP-25-01,,,,,Realised,,,,,13 Feb 2025,,LYB -Digital Projects,,,,,
17 Aug 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 Aug 2025,,,,,,07_Jul,,,,,,,,"$8,910.00",10,3,Invoice Raised,Between 1 to 15 Days,Digital Projects from July till December – Statement of Work for 2025,,,LYB-DM-25-01,,,,,Realised,,,,,06 Aug 2025,,LYB -Digital Projects,,,,,
14 Sep 2025,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,09 Sep 2025,,,,,,08_Aug,,,,,,,,"$8,464.50",10,7,Invoice Raised,Between 1 to 15 Days,Digital Projects from July till December – Statement of Work for 2025,,,LYB-DM-25-02,,,,,Realised,,,,,03 Sep 2025,,LYB -Digital Projects,,,,,
18 Jan 2026,,,,,,,,,LYB,,,,Ongoing,,0,,,2025,,08 Jan 2026,,,,,,12_Dec,,,,,,,,"$3,119.00",10,2,Invoice Raised,Between 1 to 15 Days,Digital Projects from July till December – Statement of Work for 2025,,,LYB-DM-25-06,,,,,Realised,,,,,07 Jan 2026,,LYB -Digital Projects,,,,,
